paper, title, mission/instruments, models, manually reviewed, CMR datasets
Q9FN5LUU,2017_Jaeglé_Multiyear Composite View of Ozone Enhancements and Stratosphere-to-Troposphere.pdf,'aura/mls'(3); 'aqua/airs'(2); 'aqua/modis'(1); 'aura/omi'(1); 'aqua/hsb'(1), 'merra'(72); 'merra-2'(57); 'geos-chem'(25); 'geos-5'(2),M2I3NPASM;M2I3NVCHM;M2T1NXFLX;M2T1NXRAD;M2T1NXSLV;M2T3NPTDT;ML2O3,ML2O3
TDBJ7BI2,2019_Schranz_Investigation of Arctic middle-atmospheric dynamics using 3 years of H2O and O3.pdf,'aura/mls'(3); 'aura/omi'(1), ,ML2H2O;ML2O3;ML2T,
PW7FRGHY,2014_Mahieu_Recent Northern Hemisphere stratospheric HCl increase due to atmospheric.pdf,'aura/mls'(5), ,GozMmlpHCl;UARHA2FN;UARHA3AT;ML2HCL,
FKFFW3MW,2013_Nair_Ozone trends derived from the total column and vertical profiles at a northern.pdf,'aura/mls'(9); 'uars/haloe'(2); 'uars/mls'(1), 'merra'(2),GozMmlpO3;UARHA3AT;UARHA2FN;ML2O3,GozMmlpO3;ML2O3
Y5BQ3TM8,2018_Harvey_On the Upward Extension of the Polar Vortices Into the Mesosphere.pdf,'aura/mls'(1), 'merra'(17); 'merra-2'(16),M2I6NVANA;ML2CO;ML2GPH,
NYALEFU3,2018_López-Puertas_MIPAS observations of ozone in the middle atmosphere.pdf,'aura/mls'(1), 'merra'(1),ML2O3,
EBPBY3GM,2018_Albers_Mechanisms Governing Interannual Variability of Stratosphere-to-Troposphere.pdf,'aura/mls'(8); 'aura/mls----level 2'(1), 'merra'(48); 'merra-2'(48); 'geos-5'(2),M2I3NVASM;ML2O3,ML2O3
9PB965VM,2017_Long_Climatology and interannual variability of dynamic variables in multiple.pdf,'aura/mls'(10); 'aura/hirdls'(6), 'merra'(54); 'merra-2'(32),M2I3NVASM;ML2T;HIRDLS2,ML2T;H3ZFCT
KSTK8HYX,2016_Field_Indonesian fire activity and smoke pollution in 2015 show persistent nonlinear.pdf,'aqua/modis'(2); 'terra/modis'(2); 'aura/mls'(1); 'aqua/airs'(1); 'aura/omi'(1), ,TRMM_3B42RT;ML2CO;AIRS3STD;AIRX3STD;OMAERUVd;OMTO3d;MOD08_D3;MYD08_D3,
JJSDX7TS,2016_Pathakoti_Evidence of stratosphere–troposphere exchange during severe cyclones.pdf,'aura/mls'(2), ,ML2O3,
4NLCM7RJ,2013_Hitchcock_Statistical Characterization of Arctic Polar-Night Jet Oscillation Events.pdf,'aura/mls'(2), 'merra'(18),ML2T;ML2GPH;MAI6NVANA,
R3LF54DU,2016_Hurst_Recent divergences in stratospheric water vapor measurements by frost.pdf,'aura/mls'(3), ,ML2H2O;ML2T;ML2NO,
YITELP4T,2019_Wang_Impact of convectively lofted ice on the seasonal cycle of water vapor in the.pdf,'aura/mls----level 2'(1), 'merra'(18); 'merra-2'(16),M2I6NVANA;ML2H2O;ML2N2O,
BWAXWP3A,2019_Zawedde_Are EEP Events Important for the Tertiary Ozone Maximum.pdf,'aura/mls'(15), ,ML2O3;ML2H2O;ML2OH;ML2T,ML3DBOH;ML2T;ML2O3;ML2H2O
T34Y6TN3,2020_Schranz_Small-scale variability of stratospheric ozone during the sudden stratospheric.pdf,'aura/mls'(2), 'merra'(28); 'merra-2'(25),ML2T;M2I6NPANA,
W39KBD8E,2019_Ugolnikov_Optical depths and vertical profiles of stratospheric aerosol based on.pdf,'aura/mls'(1), ,OMPS_NPP_LP_L2_AER675_DAILY;ML2T;ML2O3,
D8HCPQP7,2020_Kablick_Australian PyroCb Smoke Generates Synoptic-Scale Stratospheric Anticyclones.pdf,'aura/mls'(2), ,OMPS_NPP_NMMIEAI_L2;ML2O3;ML2N2O;ML2H2O,
ENTVXRS6,2018_Pitts_Polar stratospheric cloud climatology based on CALIPSO spaceborne lidar.pdf,'aura/mls'(19), 'merra'(26); 'merra-2'(25),ML2H2O;ML2HNO3;ML2H2O_NRT;ML2HNO3_NRT;M2I3NVASM;M2I6NVANA;ML3DZCH3CL,ML2HNO3;ML2T;ML2H2O
9GHYDEV7,2019_Strahan_Why Do Antarctic Ozone Recovery Trends Vary.pdf,'aura/mls'(3); 'aura/omi'(1), 'merra'(1); 'geos-5'(1),OMTO3d;TOMSEPL3;TOMSN7L3;OMPS_NPP_NMTO3_L3_DAILY;ML2O3;M2I3NPASM;MAI3CPASM;M2IMNPANA,ML2O3
SMMHXJIZ,2019_Bahramvash Shams_Variations in the vertical profile of ozone at four high-latitude Arctic sites.pdf,'aura/mls'(1), ,ML2DGG;ML2O3,
N6CJZ3GH,2018_Kulikov_Technical note.pdf,'aura/mls'(2), ,ML2HO2;ML2O3;ML2OH,
SWBVAMY8,2015_Nair_Subtropical and midlatitude ozone trends in the stratosphere.pdf,'aura/mls'(7); 'uars/haloe'(2); 'uars/mls'(1); 'erbs/sage ii'(1), ,GozMmlpO3,GozMmlpO3;ML2O3
MPZ29UAM,2020_Wang_Performance evaluation of THz Atmospheric Limb Sounder (TALIS) of China.pdf,'aura/mls'(9), ,ML3DZMBRO,
VZATL3V6,2017_Douglass_Multi-decadal records of stratospheric composition and their relationship to.pdf,'aura/mls'(7); 'uars/haloe'(3); 'uars/mls'(1), 'merra'(19); 'merra-2'(19),ML2N2O;UARHA3AT;UARHA2FN,ML2HNO3;GozMmlpHCl;ML2N2O;UARHA2FN
TK2UVWFG,2016_Lambert_Interannual variations of early winter Antarctic polar stratospheric cloud.pdf,'aura/mls'(5), 'geos-5'(7); 'merra'(3); 'merra-2'(3),ML2H2O;ML2HNO3;M2I3NVASM,
FZY4IDZ8,2018_Kuttippurath_Emergence of ozone recovery evidenced by reduction in the occurrence of.pdf,'aura/mls'(8); 'aura/omi'(2), ,ML2O3;OMNO2,ML2O3
BQD9VNRP,2012_Kuttippurath_Record-breaking ozone loss in the Arctic winter 2010-2011.pdf,'aura/mls'(19); 'uars/mls'(11), ,UARML3AL;ML2CLO;ML2O3,ML2CLO;ML2O3;ML2HNO3;GozMmlpO3;UARML3AL
Z23YS2EW,2019_Ziemke_Trends in global tropospheric ozone inferred from a composite record of.pdf,'aura/omi'(6); 'aura/mls'(5); 'nimbus-7/toms'(1), 'merra'(26); 'merra-2'(23); 'geos-chem'(1),OMTO3d;OMPS_NPP_NMTO3_L3_DAILY;OMPS_NPP_LP_L2_O3_DAILY;TOMSEPL3dtoz;TOMSN7L3dtoz;ML2O3;M2I3NVASM;M2I6NVANA,OMTO3e;ML2O3
C2I3FN6Z,2019_Yuan_Relationship between Asian monsoon strength and transport of surface aerosols.pdf,, 'merra'(10); 'merra-2'(10); 'geos-5'(1),M2I3NVASM;M2I6NVANA;M2I3NVAER;M2T1NXFLX,
MJ6G2TTX,2019_Tao_Multitimescale variations in modeled stratospheric water vapor derived from.pdf,'aura/mls'(7); 'uars/haloe'(1); 'uars/mls'(1), 'merra'(36); 'merra-2'(35),ML2H2O;M2I3NVASM;M2I3NPASM;M2I6NPANA;M2I6NVANA;M2T3NPRAD;M2T3NVRAD,ML2O3;ML2H2O
RRKIRW7J,2018_Schoeberl_Convective Hydration of the Upper Troposphere and Lower Stratosphere.pdf,'aura/mls----level 2'(1), 'merra'(30); 'merra-2'(12); 'geos-5'(1),ML2H2O;MAT3CPCLD;MAT3CPMST;M2I3NPASM;M2I3NVASM;M2I6NPANA;M2I6NVANA;M2I1NXINT,
6EZCZERA,2018_Lau_Origin Maintenance and Variability of the Asian Tropopause Aerosol Layer (ATAL).pdf,, 'merra'(13); 'geos-5'(1),ML2CO;GPCPMON;M2T1NXAER;M2TMNXAER;M2T1NXFLX;M2TMNXFLX,
9LNN726M,2017_Nielsen_Chemical Mechanisms and Their Applications in the Goddard Earth Observing.pdf,'aura/omi'(3); 'aura/mls'(2), 'geos-chem'(3); 'merra'(3); 'merra-2'(3); 'geos-5'(2),ML2O3;OMTO3d;M2T1NXCHM;M2TMNXCHM,
IT6XWXW2,2017_Millán_An assessment of ozone mini-hole representation in reanalyses over the Northern.pdf,'aura/omi'(1); 'aura/mls'(1), 'merra'(32); 'merra-2'(30),OMTO3d;ML2O3;M2I3NVASM;M2I3NVCHM;M2I6NVANA;M2T3NVASM,
5GLXMKGV,2016_Nedoluha_20 years of ClO measurements in the Antarctic lower stratosphere.pdf,'aura/mls'(9); 'uars/mls'(5), 'merra'(12); 'geos-5'(1),ML2CLO;MAI3CPASM,ML2CLO;UARML3AL
G7FSCEDQ,2016_Chakraborty_Relative influence of meteorological conditions and aerosols on the lifetime of.pdf,'aura/mls'(2); 'aqua/modis'(1), 'merra'(4),ML2IWC;MAI3CPASM;MAI6NPANA,
4LGQXPHH,2015_Vergados_On the comparisons of tropical relative humidity in the lower and middle.pdf,, 'merra'(29),MAIMCPASM,
ERAK7MW7,2015_Schwartz_Climatology and variability of trace gases in extratropical double-tropopause.pdf,'aura/hirdls'(5); 'aura/mls'(4), 'geos-5'(10); 'merra'(5),ML2H2O;ML2CO;ML2O3;ML2HNO3;HIRDLS2;MAI6NVANA,
PJGR4ZXI,2015_Dolinar_Evaluation of CMIP5 simulated clouds and TOA radiation budgets using NASA.pdf,'aqua/modis'(1); 'terra/modis'(1), 'merra'(4),MAI3CPASM;MAIMCPASM,
A74TVKV9,2013_Pitts_An assessment of CALIOP polar stratospheric cloud composition classification.pdf,'aura/mls'(12), 'geos-5'(13),ML2H2O;ML2HNO3;MAI6NVANA,ML2HNO3;ML2T;ML2H2O
Y6NDJJJ7,2013_Dessler_Stratospheric water vapor feedback.pdf,'aura/mls'(1), 'merra'(9),ML2H2O;MAI6NVANA;MAI6NPANA,
T4ELU5P6,2010_Jiang_Five year (2004–2009) observations of upper tropospheric water vapor and cloud.pdf,'aura/mls'(4); 'aura/mls----level 2'(1), ,ML2T;ML2IWC;ML2H2O;MAI6NVANA,ML2H2O
XTPV6ACN,2018_Strode_Forecasting carbon monoxide on a global scale for the ATom-1 aircraft mission.pdf,'aura/mls'(1); 'aqua/modis'(1), 'geos-5'(28),ML2CO,
PJ77PRIF,2008_Pumphrey_Tropical tape recorder observed in HCN.pdf,'aura/mls'(1), ,ML2HCN;ML2H2O;ML2CO,
WYEWPG92,2018_Anderson_Coupling free radical catalysis climate change and human health.pdf,'aura/mls'(2), ,ML2HCL;ML2H2O;ML2O3;ML2HNO3,ML2O3
Q8I5DQJJ,2012_Flury_Correlation among cirrus ice content water vapor and temperature in the TTL as.pdf,'aura/mls'(6); 'uars/haloe'(1), 'geos-5'(2),ML2H2O;ML2T;ML2IWC,ML2T;ML2H2O
IBC42LCF,2010_Solomon_Contributions of Stratospheric Water Vapor to Decadal Changes in the Rate of.pdf,'uars/haloe'(3); 'aura/mls'(2); 'uars/mls'(2), ,ML2H2O;UARHA2FN;UARHA3AT,GozMmlpH2O;ML2H2O
DZZPS9HK,2015_Kirner_Contribution of liquid NAT and ice particles to chlorine activation and ozone.pdf,'aura/mls'(1), ,ML2CLO;ML2HNO3;ML2O3,
YFTIXDRA,2010_Santee_Constraining the chlorine monoxide (ClO)-chlorine peroxide (ClOOCl) equilibrium.pdf,'aura/mls'(5), 'geos-5'(3),ML2CLO,ML2CLO
2PJBW6LG,2017_Shi_Composition and Thermal Structure of the Upper Troposphere and Lower.pdf,'aura/mls'(1); 'aqua/airs----level 2'(1), ,ML2T;ML2O3;ML2H2O;AIRX2RET,
QK7PQL9X,2013_Hassler_Comparison of three vertically resolved ozone data sets.pdf,'aura/mls'(2); 'uars/mls'(2), ,UARHA2FN;UARHA3AT;UARML3AT;UARML3AL;ML2O3;SBUVN07L3zm;SBUV2N09L3zm;SBUV2N09L3zm;SBUV2N11L3zm;SBUV2N14L3zm;SBUV2N16L3zm;SBUV2N17L3zm;TOMSN7L3;TOMSEPL3,
8ZV9WXY8,2015_Pendlebury_Comparison of the CMAM30 data set with ACE-FTS and OSIRIS.pdf,'aura/mls'(26), 'merra'(2),ML2O3;ML2H2O;ML2HNO3;ML2CLO;ML2HCL,ML2T;ML2CLO;GozMmlpHCl;ML2O3;ML2HNO3;ML2H2O
HVRRPGRB,2008_Ekström_Comparison of satellite limb-sounding humidity climatologies of the uppermost.pdf,'aura/mls'(28); 'uars/mls'(22); 'uars/claes'(1), ,UARML3AL;UARML3AL;ML2RHI,UARML3AT;ML2RHI
SA2LIWHA,2017_Moreira_Comparison of ozone profiles and influences from the tertiary ozone maximum in.pdf,'aura/mls'(2); 'aura/mls----level 2'(1), ,ML2O3,
87RN5BQS,2017_Shi_Comparison of Electrochemical Concentration Cell Ozonesonde and Microwave Limb.pdf,'aura/mls'(2), ,ML2O3,
DUEN7U3P,2018_Khosrawi_Comparison of ECHAM5-MESSy Atmospheric Chemistry (EMAC) simulations of the.pdf,'aura/mls'(44); 'uars/mls'(1), ,ML2HNO3;ML2T,ML2HNO3;ML2T
4EI495XC,2009_Jin_Comparison of CMAM simulations of carbon monoxide (CO) nitrous oxide (N.pdf,'aura/mls'(3), ,ML2CO;ML2N2O,ML2CO;ML2N2O
D82QF2ZV,2019_Emili_Comparison between the assimilation of IASI Level 2 ozone retrievals and Level.pdf,'aura/mls'(1); 'aura/mls----level 2'(1), ,ML2O3,
WAGN7SRI,2007_Hocke_Comparison and synergy of stratospheric ozone measurements by satellite limb.pdf,'aura/mls'(82); 'uars/haloe'(4); 'uars/mls'(4), ,ML2O3;UARHA2FN;UARHA3AT,ML2T;ML2O3
5XRRABBL,2016_Duderstadt_Comment on “Atmospheric ionization by high-fluence hard spectrum solar proton.pdf,, ,ML2HNO3,
7BYUM9SI,2013_Fromm_Comment on Large Volcanic Aerosol Load in the Stratosphere Linked to Asian.pdf,, ,ML2SO2;OMSO2e;OMTO3d,
HMRXVUQX,2014_Emili_Combined assimilation of IASI and MLS observations to constrain tropospheric.pdf,'aura/mls'(1); 'aura/omi'(1), ,ML2O3;OMDOAO3e,
2S7DN76T,2011_Nair_Coherence of long-term stratospheric ozone vertical distribution time series.pdf,'aura/mls'(28); 'uars/mls'(15); 'uars/haloe'(6); 'noaa-16/sbuv/2'(2); 'nimbus-7/sbuv'(1); 'erbs/sage ii'(1), ,UARHA2FN;UARHA3AT;ML2O3;ML2GPH;UARML3AL;UARML3AT;SBUVN07L2;SBUV2N09L2;SBUV2N11L2;SBUV2N16L2;SBUV2N17L2,GozMmlpO3;ML2O3;MSO3L3zm5
EVU5H5NP,2008_Clerbaux_CO measurements from the ACE-FTS satellite instrument.pdf,'aura/mls'(6), ,ML2CO,
KYLGQQWC,2012_Hoffmann_CO at 40–80 km above Kiruna observed by the ground-based microwave radiometer.pdf,'aura/mls'(2), 'geos-5'(7),ML2CO,
XWGV2HK2,2008_Jiang_Clean and polluted clouds.pdf,'aqua/modis'(8); 'aura/mls'(7); 'aura/mls----level 2'(1); 'aqua/modis----level 2'(1), ,ML2CO;ML2IWC;TRMM_3B42,ML2CO
AHQJ9REM,2005_Davis_Cirrus induced polarization in 122 GHz aura Microwave Limb Sounder radiances.pdf,'aura/mls'(7); 'aura/mls----level 1'(1), ,ML2IWC,
2FEIY3YN,2006_Schoeberl_Chemical observations of a polar vortex intrusion.pdf,'aura/mls'(3); 'aura/mls----level 2'(1); 'uars/mls----level 2'(1), ,ML2HCL;ML2CLO;ML2HNO3;ML2H2O;ML2HCL;ML2N2O;ML2O3,ML2O3
889V2DKF,2006_McCormack_CHEM2D-OPP.pdf,'aura/mls'(11); 'uars/haloe'(1), ,ML2T;ML2O3,ML2T;ML2O3
KREZXEZH,2007_Pitts_Characterization of Polar Stratospheric Clouds with spaceborne lidar.pdf,'aura/mls'(4), ,ML2HNO3;ML2H2O,ML2HNO3;ML2H2O
NW6GYGIB,2010_Liang_Characterization of merged AIRS and MLS water vapor sensitivity through.pdf,'aura/mls'(3); 'aqua/airs'(3), ,ML2H2O;AIRX3SPD;AIRS3SPD,ML2H2O;AIRX3STD
RBN8SSJA,2017_Sun_Characteristics of Water Vapor in the UTLS over the Tibetan Plateau Based on.pdf,'aura/mls'(3), ,ML2H2O,
N3KJINPR,2015_He_CESM-CAM5 improvement and application.pdf,'aura/omi'(3); 'aura/mls'(3), 'geos-5'(2),ML2O3;OMTO3,OMTO3e;ML2CO;ML2N2O;ML2O3;OMI_MINDS_NO2;ML2H2O;OMNO2d
4GXB9JIK,2009_Pitts_CALIPSO polar stratospheric cloud observations.pdf,'aura/mls'(7), 'geos-5'(1),ML2HNO3;ML2H2O,ML2HNO3;ML2H2O
MPHE262U,2016_Huijnen_C-IFS-CB05-BASCOE.pdf,'aura/mls'(8), ,ML2O3;ML2CLO;ML2H2O;ML2HCL,GozMmlpHCl;ML2T;ML2O3;ML2H2O
UZ8ANWJT,2013_Berthet_Balloon-borne observations of mid-latitude stratospheric water vapour.pdf,'aura/mls'(6); 'uars/haloe'(1), ,UARHA2FN;UARHA3AT;ML2H2O,ML2H2O
WHWQLEKW,2011_Day_Aura MLS observations of the westward-propagating is-i =1 16-day planetary.pdf,'aura/mls'(7), ,ML2T,ML2T
KJXTN5FF,2019_RavindraBabu_Indian summer monsoon onset signatures on the tropical tropopause layer.pdf,, ,ML2H2O;ML2O3,
757H35IL,2012_Kvissel_Formation of stratospheric nitric acid by a hydrated ion cluster reaction.pdf,'aura/mls'(4); 'uars/mls'(1); 'aura/hirdls'(1), ,ML2HNO3,ML2HNO3
JPZEA2QH,2016_Huntrieser_Injection of lightning-produced NOx water vapor wildfire emissions and.pdf,'aura/mls'(8); 'aqua/modis'(1), 'merra'(1); 'geos-chem'(1),ML2H2O,ML2H2O
9KDW3PM3,2015_Strode_Implications of carbon monoxide bias for methane lifetime and atmospheric.pdf,, 'merra'(5); 'geos-5'(3),OMTO3;ML2O3,
HMFBIFGL,2016_Verkhoglyadova_Nighttime mesospheric hydroxyl enhancements during SEP events and accompanying.pdf,'aura/mls'(5), ,ML2OH,ML3DBOH
LMNC3DN5,2010_Kikuchi_Overview and early results of the Superconducting Submillimeter-Wave.pdf,'aura/mls'(3), ,ML2O3;ML2HCL;ML2HNO3;ML2CLO;ML2HO2,ML2T
C77JA4DV,2005_Santee_Polar processing and development of the 2004 Antarctic ozone hole.pdf,'uars/mls'(3); 'aura/mls'(1), ,ML2T;ML2N2O;ML2HNO3;ML2HCL;ML2H2O;ML2CLO;ML2O3,UARML3AL
TH5P6MXA,2007_Strahan_Observationally derived transport diagnostics for the lowermost stratosphere.pdf,'aura/mls'(1), 'geos-chem'(1),ML2N2O;ML2O3,
5X3GDEGN,2017_Sakazaki_Representation of solar tides in the stratosphere and lowermesosphere in.pdf,'aura/mls'(7); 'uars/mls'(3); 'noaa-9/tovs'(1); 'noaa-11/tovs'(1), 'merra'(18); 'merra-2'(16),ML2T,UARML3AL;ML2T
DQBUT3ME,2016_Ern_Satellite observations of middle atmosphere gravity waveabsolute momentum flux.pdf,'aura/mls'(4); 'aura/hirdls'(1); 'aura/hirdls----level 2'(1); 'aura/mls----level 2'(1), ,ML2T;ML2GPH,
HJYQMMPY,2016_Wegner_Vortex-wide chlorine activation by a mesoscale PSC event in the Arctic winter.pdf,'aura/mls'(1), 'merra'(2),ML2HCL,
N2AR6Z8U,2016_Liu_Using beryllium-7 to assess cross-tropopause transport in global models.pdf,, 'geos-chem'(4),OMTO3,
IQUJEZS2,2008_Schwartz_Validation of the Aura Microwave Limb Sounder temperature and geopotential.pdf,'aura/mls'(6); 'aqua/airs'(2); 'aqua/hsb'(1); 'uars/haloe'(1), 'geos-5'(37),ML2GPH;ML2T,
Q2UZZELC,2007_Duncan_Model study of the cross-tropopause transport of biomass burning pollution.pdf,'aura/mls----level 2'(1), ,ML2CO,
V9URPX8M,2007_Chandra_Effects of the 2004 El Niño on tropospheric ozone and water vapor.pdf,'aura/omi'(6); 'aura/mls'(6), ,ML2O3;ML2H2O;OMTO3,OMTO3e;ML2O3;ML2H2O
HRTT7Q5Y,2018_Yi_High- and Middle-Latitude Neutral Mesospheric Density Response to Geomagnetic.pdf,'aura/mls'(2), ,ML2T;ML2GPH,
44ZB7BDQ,2014_Andersson_Longitudinal hotspots in the mesospheric OH variations due to energetic.pdf,'aura/mls'(3), ,ML2OH,
NQRJNBPG,2019_Diallo_Structural changes in the shallow and transition branch of the Brewer–Dobson.pdf,'aura/mls'(5), ,ML2O3,ML2O3
458ZCPDQ,2008_Damiani_Solar particle effects on minor components of the Polar atmosphere.pdf,'aura/mls'(4), ,ML2OH;ML2O3,ML3DBOH
RAM2KJTQ,2012_Chandran_Atmospheric gravity wave effects on polar mesospheric clouds.pdf,'aura/mls'(2), ,ML2H2O,ML2H2O
55Q23KWQ,2017_Park_Variability of Stratospheric Reactive Nitrogen and Ozone Related to the QBO.pdf,'aura/mls'(2), 'merra'(3),ML2O3;ML2HNO3;ML2N2O,
86C5YB5R,2016_Nakajima_Polar stratospheric cloud evolution and chlorine activation measured by CALIPSO.pdf,'aura/mls'(6), 'merra'(2),ML2HCL;ML2CLO;ML2O3;ML2H2O,GozMmlpHCl
UU2LRLDX,2016_Liu_Persistent longitudinal variations in 8 years of CIPS-AIM polar mesospheric.pdf,'aura/mls'(15); 'aura/omi'(1), ,ML2H2O;ML2T,ML2T;ML2H2O
HTE93NAQ,2013_Strahan_The contributions of chemistry and transport to low arctic ozone in March 2011.pdf,'aura/mls'(4); 'aura/omi'(2); 'aura/mls----level 2'(1), 'merra'(4); 'geos-5'(1),OMTO3;ML2N2O;ML2O3,ML2N2O;OMTO3e;ML2O3
RERPGFGZ,2009_Meek_Summer planetary-scale oscillations.pdf,'aura/mls'(6), ,ML2T,ML2T
QAACL243,2015_Lukianova_Thermal and dynamical perturbations in the winter polar mesosphere‐lower.pdf,'aura/mls'(9), 'merra'(6),ML2GPH;ML2T,ML2T
MJC58VZV,2008_Su_Variations of tropical upper tropospheric clouds with sea surface temperature.pdf,'aura/mls'(2); 'aqua/airs'(1); 'aura/mls----level 2'(1); 'aqua/amsr-e'(1), ,AIRS2RET;ML2IWC,
Y8FUQNXA,2012_Søvde_The chemical transport model Oslo CTM3.pdf,, 'geos-chem'(1),ML2HNO3;ML2N2O,
I5XTBFPM,2008_Nilsson_Simultaneous observations of Polar Mesosphere Summer Echoes at two different.pdf,'aura/mls'(9), ,ML2T;ML2GPH;ML2H2O,ML2T;ML2H2O
