paper, title, mission/instruments, models, manually reviewed, CMR datasets
F93BY5SZ,,'aura/mls'(1); 'uars/isams'(1), 'geos-5'(1),,
FB4IQ5IL,,, ,,
FBDZDMAI,,'aura/mls'(45); 'aura/hirdls'(20); 'aqua/airs'(1); 'uars/mls'(1); 'aura/mls----level 2'(1), ,,ML2T;H3ZFCT
FFMJE9S6,,'aura/mls'(18), ,,ML2T
FIJVB5P2,,, ,,
FJ2DMQSF,,'aura/omi'(1); 'aura/mls'(1), ,,
FPFDAGYJ,,'aura/mls'(2), 'merra'(2),,ML2T
FPH8GM6P,,, ,,
FPJLRD2W,,'aura/mls'(1), 'merra'(1),,
FQF9VQZX,,'uars/haloe'(2); 'aura/mls'(1), ,,
FSVQ557L,,'aura/mls'(3), 'merra'(5),,
FV6YNWKH,,'aura/hirdls'(2); 'aura/mls'(1), ,,H3ZFCO3
FW3D3VY5,,'aura/mls'(11); 'aura/omi'(7), ,,ML2CO;OMTO3e;ML2O3;ML2T
FWRTPGZP,,'nimbus-7/sbuv'(1); 'noaa-17/sbuv/2'(1); 'noaa-14/sbuv/2'(1); 'noaa-16/sbuv/2'(1); 'noaa-18/sbuv/2'(1); 'noaa-11/sbuv/2'(1); 'noaa-9/sbuv/2'(1); 'aura/mls'(1), ,,
FWZ6N5Z4,,'aura/mls'(5), ,,ML2H2O
FYCM486A,,'aura/mls'(7); 'aura/mls----level 2'(1), ,,ML2T;ML2H2O
G2IFWZGG,,'aura/mls'(2), ,,
G3JLXMM8,,, ,,
G4B2WBE7,,'aura/mls'(5), ,,
G5RQMI3V,,'aura/mls'(4), 'merra'(4),,ML2CO;ML2T
G756FRB6,,, ,,
G972GU4K,,'aura/mls'(11); 'uars/mls'(6); 'uars/haloe'(3); 'aura/omi'(1); 'noaa-11/sbuv/2'(1); 'noaa-9/sbuv/2'(1), 'merra'(7),,ML2O3
G9C6MMRP,,, ,,
G9GUUFL7,,'aura/mls'(3), 'merra'(16),,ML2H2O
GAE79IQF,,'aura/mls'(34); 'uars/mls'(15), 'geos-5'(1),,ML2CLO;UARML3AL
GASQY8PC,,, ,,
GATGSHYW,,'aura/mls'(6); 'uars/hrdi'(1), ,,ML2T
GB7V34LU,,'aura/mls'(1), ,,
GJFL7E3L,,'aura/mls'(3); 'aqua/airs'(2); 'aura/omi'(1), ,,ML2O3
GKT75CXG,,'aura/mls'(2); 'aura/omi'(1), ,,ML2O3
GQSXALY4,,'aura/mls'(2); 'aura/omi'(2); 'aura/hirdls'(1), ,,
GTUTALD4,,'aura/mls'(11), 'geos-chem'(1),,ML2CO
GWIU8TCA,,'aura/mls'(2), ,,
GX24L6QH,,, 'geos-chem'(1),,
H2KLLQQC,,, ,,
H5PR5CIM,,'aura/omi'(1); 'aura/mls'(1), ,,
H6GPTV8K,,'aura/mls'(6), 'tmpa'(4),,ML2T;ML2H2O
H8E5DRIQ,,'aura/mls'(3), ,,
H8SYBVMI,,, ,,
HAFB69XL,,'aura/mls'(44); 'uars/mls'(19); 'uars/haloe'(9); 'nimbus-7/sbuv'(1); 'erbs/sage ii'(1), ,,GozMmlpO3;ML2O3
HBW7RRA7,,'aura/mls'(8), ,,ML2T
HBW8VNLX,,'aura/mls'(2), ,,
HR6UYV8A,,, ,,
HVEAXNZN,,'aura/mls'(1), 'geos-chem'(32); 'geos-5'(29),,
HVP3M8XQ,,, 'observation based'(1),,
HXELDUJG,,'aura/mls'(1); 'aqua/airs'(1), ,,
I25NHJ4L,,'aura/mls'(4), 'merra'(13); 'merra-2'(10); 'geos-5'(1),,
I465VK62,,'aura/mls'(1), ,,
I8QHNMGP,,'aura/mls'(5), ,,ML2H2O
I92JFXFN,,'aura/mls'(75); 'uars/mls'(2); 'aqua/airs'(2); 'uars/haloe'(1); 'aqua/amsu-a'(1); 'noaa-17/amsu-b'(1); 'noaa-15/amsu-b'(1); 'noaa-18/mhs'(1); 'noaa-16/amsu-b'(1), 'gdas'(1),,ML2H2O
IC6NPFG7,,'aura/mls'(3); 'aqua/modis'(3); 'terra/modis'(1), ,,ML2H2O
IEL32ZWB,,'aura/mls'(1), 'merra'(6),,
IGI4KZJ8,,'aura/mls'(4), 'merra'(12); 'geos-5'(1); 'geos-chem'(1),,
IGWFK3HE,,'aura/mls'(5), ,,
IIDSJDWE,,'aura/mls'(5); 'cloudsat/cloudsat-cpr'(1); 'aura/mls----level 2'(1), ,,
ILLLME2P,,, ,,
ILVJDVUZ,,'aura/mls'(3), ,,
INI8KQUV,,'aura/mls'(3), ,,
IQHW87G4,,'aura/mls'(15), ,,ML2HNO3;ML2O3
IX77F57R,,'aura/mls'(4), ,,
IYHGR66G,,'aura/mls'(2), ,,ML2T
IYYT2MNI,,'aura/mls'(17); 'aura/mls----level 2'(1), ,,ML2HNO3;ML2CLO;ML2O3;ML2H2O
J2A4RZSB,,'aura/mls'(2), 'merra'(2); 'geos-5'(1),,
J2IJS2YW,,'uars/haloe'(2); 'aura/mls'(1); 'uars/mls'(1), ,,
J3XTUUYY,,'aura/mls'(8); 'aqua/airs'(1), ,,ML2CO
J83MR8EY,,, 'geos-5'(1),,
J8PBH4AZ,,'aura/mls'(2), ,,
JALAQYV4,,'aura/mls'(6); 'uars/mls'(2); 'aqua/airs'(1), 'geos-5'(18),,ML2H2O
JCME2JBL,,'aura/mls'(3), ,,
JFGF3TMV,,'aura/mls'(1), ,,
JIWA4IWM,,'aura/mls'(8), 'merra'(9),,ML2T
JLMIK7IR,,'aura/mls'(14), ,,ML3DBOH;ML2T
JPRPZEYM,,'aura/mls'(2), 'merra'(20),,ML2CO;ML2O3
JQ7F2N9H,,'aura/omi'(2); 'nimbus-7/toms'(2); 'aura/mls'(1); 'aqua/modis'(1); 'meteor-3/toms'(1), ,,OMTO3e
JQA8VW3B,,'aura/mls'(20), 'merra'(18),,ML2T;ML2H2O
JRXM6H6E,,'aura/mls'(6); 'aura/mls----level 2'(2), ,,ML3DBOH
JTWRZSL5,,'aura/mls'(3), ,,ML2CO
JYF7HS6E,,, ,,
K39YUJCV,,'aura/omi'(3); 'aura/mls'(2), 'merra'(6); 'geos-5'(1),,
K43VTRF2,,'aura/omi'(1), ,,
K5B5CUWW,,'aura/mls'(4); 'aqua/airs'(4), ,,ML2T;ML2O3;AIRX3STD
K9H2529D,,'aura/mls'(7), 'geos-5'(1),,ML2BRO
KADXR8GH,,'uars/haloe'(1), 'merra'(1),,
KBKFSPXX,,'aura/mls'(1), ,,
KBMKEPSG,,, ,,
KGFXMJKY,,'aura/mls'(4); 'uars/mls'(1), ,,ML3DBOH
KHEJXGFX,,'aura/mls'(5), ,,ML2T
KIFYL9WF,,'aura/mls'(1), ,,
KJFJP652,,'aura/mls'(2), ,,
KMSX8WCZ,,'aura/mls'(5), ,,ML2HNO3
KMSZN2CG,,, ,,
KNE6A5Z2,,, ,,
KRRSGQB8,,'aura/mls'(20), 'merra'(8); 'merra-2'(7),,ML2T;ML2O3
KSBK6CZW,,'aura/mls'(1), 'merra'(35),,
KSQFI3SK,,'aura/mls'(33); 'uars/mls'(21); 'uars/haloe'(13); 'erbs/sage ii'(1), 'geos-5'(1),,GozMmlpH2O;ML2H2O
KTNEN9DI,,'aqua/modis'(2); 'terra/modis'(2); 'aura/omi'(1); 'aura/mls'(1); 'aqua/airs'(1); 'meteosat/seviri'(1), 'geos-5'(1),,
KV7LAF3M,,'aura/mls'(5), ,,ML2T
KW8ISVE9,,'aura/mls'(1), ,,
KYIU6V5T,,'aura/mls'(5), 'merra'(7); 'geos-5'(1),,ML2N2O;ML2T;ML2O3
L2HS87QG,,'aura/mls'(2), ,,
L2PF2F92,,'aura/mls'(1), ,,
L4XE8W2F,,, ,,
L732AL6L,,, ,,
L7QF6S8S,,'aura/mls'(2); 'aqua/modis----level 2'(1); 'trmm/tmi'(1), ,,
L7VRW8RD,,'aura/mls'(3), ,,GozMmlpHCl
L993WNNP,,'uars/mls'(4); 'aura/mls'(3); 'uars/haloe'(1); 'aqua/airs'(1); 'uars/claes'(1), ,,
L9ZEWF3K,,'aura/mls'(6); 'aura/omi'(3), ,,OMTO3e;ML2O3
LDQ3VVIG,,'aura/hirdls'(2); 'aura/mls'(1), ,,
LGJ79DG9,,, ,,
LHIKF6YN,,'aura/mls'(1), ,,
LN6C9R7D,,'aura/mls'(9); 'aura/omi'(1), ,,ML2T;ML2O3
LPM9UEIU,,'aura/omi'(3); 'aura/mls'(2), ,,OMTO3e;ML2O3
LQQLG596,,'aura/mls'(5), 'geos-5'(2),,
LQTEUIUP,,'aura/omi'(1), ,,
LTJ9Y9AR,,'aura/mls'(5); 'noaa-17/amsu-b'(3); 'noaa-16/amsu-b'(3); 'uars/mls'(1), ,,ML2O3
LXK78QUR,,, ,,
LY8XPVJZ,,'aura/mls'(2), 'geos-5'(3),,
M2NR863D,,'aura/mls'(7), ,,ML2O3
M3WLPWAT,,'aura/mls'(5); 'aura/omi'(3); 'aqua/modis'(1), ,,
M8IYL4Q4,,, ,,
M9TJ7P4V,,'aura/mls'(2), ,,ML3DBOH
MBA5EZYU,,'aura/mls'(3), 'merra'(2); 'merra-2'(1),,ML2H2O
MC2JCJCD,,'aura/omi'(1); 'aura/mls'(1), 'merra'(4),,
MCQRBI85,,'aura/mls'(37), ,,ML2T;ML2O3;ML2H2O
MERL39JF,,'aura/mls'(3); 'uars/mls'(2); 'aqua/airs'(2); 'aqua/modis'(1), ,,
MF9AQ7CX,,'aura/mls'(4), ,,ML2T
MHDB5N4Z,,'uars/mls'(15); 'aura/mls'(2), ,,
MIL384WF,,'aura/mls'(18); 'uars/mls'(1); 'uars/haloe'(1), 'geos-5'(1),,GozMmlpHCl
MJF23NUR,,'aura/mls'(1); 'uars/mls'(1), 'merra'(2),,
ML87QLTV,,'terra/modis'(3); 'aqua/airs'(2); 'aqua/modis'(2); 'aura/mls'(1), ,,
MQII5FPP,,'aura/mls'(2); 'ep-toms/toms'(1); 'aura/mls----level 2'(1), 'merra'(3); 'geos-5'(1),,ML2O3
MQSJ2TGL,,'aura/mls'(1), ,,
MRL5TKJV,,'dmsp/ssmis'(1); 'aura/mls'(1), ,,
MT9TTPY4,,'aura/mls'(2); 'aura/mls----level 2'(1), ,,
MVD2STSG,,'aura/mls'(4); 'uars/mls'(1), ,,ML2T;ML2H2O
N2WWJNXF,,'aura/mls'(2); 'aura/mls----level 2'(1); 'uars/haloe'(1), ,,
N4NYKG3H,,'aura/omi'(3), ,,
N4XIQQGV,,'uars/mls'(3); 'aura/mls'(2); 'aura/mls----level 2'(1); 'aura/omi'(1), ,,GozMmlpH2O
N692Q2KB,,'aura/omi'(1); 'aura/mls'(1), ,,
N7W2I6YA,,'aura/mls'(15); 'uars/haloe'(1); 'uars/mls'(1), ,,ML2T;ML2H2O
NBR7LKB7,,'sorce/sim'(4); 'sorce/solstice'(4); 'aura/mls'(3); 'sorce/tim'(1), ,,ML3DBOH
NEH9AUZ8,,'aqua/airs'(2); 'meteosat/seviri'(1); 'terra/modis'(1); 'aura/omi'(1); 'aura/mls'(1), ,,
NHLGDWGL,,'aura/omi'(1); 'aura/mls'(1), ,,
NHW5BZ86,,'aura/mls'(3); 'uars/mls'(1), ,,ML2H2O
NI84IAXC,,'aura/omi'(1); 'aura/mls'(1), 'gdas'(2),,
NICQ7XSL,,'aura/mls'(2); 'aura/omi'(1), ,,
NIDGS4YS,,'aura/mls'(4), 'geos-5'(1),,ML2O3
NNNMX2JZ,,, ,,
NQXSUV3N,,'aura/mls'(11), 'merra'(16); 'geos-5'(8),,ML2N2O;ML2CLO;ML2O3;GozMmlpHCl;ML2HNO3
NTCI97MY,,'aura/mls'(1), ,,
NVWAN7H6,,, ,,
NXIQLXD9,,'aura/mls'(2), ,,
NY7KIHCU,,'aqua/airs'(2); 'aura/mls'(2); 'aqua/modis'(1), ,,
NYFYWLH7,,'terra/modis'(2); 'aqua/modis'(2), ,,
NZIX74LE,,'aura/mls'(1), ,,
P25R9KSN,,'aura/mls'(2), 'bling'(1),,
P44NXWKM,,'uars/haloe'(1), ,,
P55XFYKI,,'aura/mls'(3); 'aura/mls----level 2'(1), 'geos-5'(1),,
P6I2L7HX,,'aura/mls'(7); 'uars/haloe'(2), 'merra'(4),,
P7D8BD2U,,'aura/mls'(1), ,,
P7ZAWNDB,,'aura/mls'(3), 'merra'(12),,
P8DQQEDX,,'aura/mls'(3); 'aura/omi'(1), ,,ML2T;ML2H2O
PAHM94ZI,,'aura/mls'(20); 'uars/mls'(2); 'uars/haloe'(1), 'merra'(9),,ML2T;ML2N2O;GozMmlpHCl;ML2O3;ML2HNO3;GozMmlpO3;ML2H2O
PB9PEPFN,,'aura/mls'(3); 'sorce/solstice'(1), ,,
PH33AXMS,,'aura/mls'(43), ,,ML2T;ML2H2O
PPR98FE4,,'aura/mls'(10), ,,ML2T
PRF5A8KC,,'aura/mls'(2), ,,
PW8D2NPB,,'aura/mls'(1), ,,
PWJ9NJZE,,'aura/mls'(2), 'merra'(6),,ML2T
Q4GPV36P,,, ,,
Q6L3HLVP,,, ,,
Q7HCU8KP,,'aura/mls'(15), ,,ML2T;ML2O3
Q9KHFTXX,,'aura/mls'(9); 'erbs/sage ii'(1); 'meteor-3m/sage iii'(1), ,,ML2O3
QAET52MG,,'aura/mls'(5); 'uars/haloe'(3); 'aura/mls----level 2'(1), ,,ML2H2O;UARHA2FN
QAPK3Q3E,,'aura/mls'(1), ,,
QG73XJTU,,'aura/mls'(8); 'trmm/pr'(1), 'geos-5'(15),,
QGV4CZS9,,'trmm/pr'(3), ,,
QH8MWNZQ,,'aura/omi'(14); 'aura/mls'(3), ,,OMI_MINDS_NO2;OMTO3e;OMNO2d
QJ662M69,,'aura/mls'(4); 'uars/haloe'(4); 'trmm/virs'(1); 'uars/mls'(1), ,,ML2CO;ML2N2O;UARHA2FN
QNUQ8Q53,,, 'merra'(10); 'geos-5'(1),,
QPCM3HWW,,'aura/mls'(1), ,,
QUU9I2KC,,'aura/mls'(1), 'merra'(7),,
QXF7MAWH,,'aura/omi'(1), ,,
QYAQV9AD,,'aura/omi'(2); 'aura/mls'(1), 'geos-chem'(30),,
R4FMKMTP,,'aura/mls'(5), ,,ML2HNO3
